date_est,year,month,day,year_month,yy_mm,yy_mmm,PM
2013-12-17,2013,12,17,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-18,2013,12,18,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-19,2013,12,19,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-20,2013,12,20,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-21,2013,12,21,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-22,2013,12,22,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-23,2013,12,23,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-24,2013,12,24,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-25,2013,12,25,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-26,2013,12,26,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-27,2013,12,27,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-28,2013,12,28,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-29,2013,12,29,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-30,2013,12,30,201312,2013-12,2013-Dec,Shinzo_Abe
2013-12-31,2013,12,31,201312,2013-12,2013-Dec,Shinzo_Abe
2014-01-01,2014,1,1,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-02,2014,1,2,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-03,2014,1,3,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-04,2014,1,4,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-05,2014,1,5,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-06,2014,1,6,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-07,2014,1,7,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-08,2014,1,8,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-09,2014,1,9,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-10,2014,1,10,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-11,2014,1,11,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-12,2014,1,12,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-13,2014,1,13,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-14,2014,1,14,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-15,2014,1,15,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-16,2014,1,16,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-17,2014,1,17,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-18,2014,1,18,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-19,2014,1,19,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-20,2014,1,20,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-21,2014,1,21,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-22,2014,1,22,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-23,2014,1,23,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-24,2014,1,24,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-25,2014,1,25,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-26,2014,1,26,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-27,2014,1,27,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-28,2014,1,28,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-29,2014,1,29,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-30,2014,1,30,20141,2014-01,2014-Jan,Shinzo_Abe
2014-01-31,2014,1,31,20141,2014-01,2014-Jan,Shinzo_Abe
2014-02-01,2014,2,1,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-02,2014,2,2,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-03,2014,2,3,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-04,2014,2,4,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-05,2014,2,5,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-06,2014,2,6,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-07,2014,2,7,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-08,2014,2,8,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-09,2014,2,9,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-10,2014,2,10,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-11,2014,2,11,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-12,2014,2,12,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-13,2014,2,13,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-14,2014,2,14,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-15,2014,2,15,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-16,2014,2,16,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-17,2014,2,17,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-18,2014,2,18,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-19,2014,2,19,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-20,2014,2,20,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-21,2014,2,21,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-22,2014,2,22,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-23,2014,2,23,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-24,2014,2,24,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-25,2014,2,25,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-26,2014,2,26,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-27,2014,2,27,20142,2014-02,2014-Feb,Shinzo_Abe
2014-02-28,2014,2,28,20142,2014-02,2014-Feb,Shinzo_Abe
2014-03-01,2014,3,1,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-02,2014,3,2,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-03,2014,3,3,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-04,2014,3,4,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-05,2014,3,5,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-06,2014,3,6,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-07,2014,3,7,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-08,2014,3,8,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-09,2014,3,9,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-10,2014,3,10,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-11,2014,3,11,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-12,2014,3,12,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-13,2014,3,13,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-14,2014,3,14,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-15,2014,3,15,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-16,2014,3,16,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-17,2014,3,17,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-18,2014,3,18,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-19,2014,3,19,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-20,2014,3,20,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-21,2014,3,21,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-22,2014,3,22,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-23,2014,3,23,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-24,2014,3,24,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-25,2014,3,25,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-26,2014,3,26,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-27,2014,3,27,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-28,2014,3,28,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-29,2014,3,29,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-30,2014,3,30,20143,2014-03,2014-Mar,Shinzo_Abe
2014-03-31,2014,3,31,20143,2014-03,2014-Mar,Shinzo_Abe
2014-04-01,2014,4,1,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-02,2014,4,2,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-03,2014,4,3,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-04,2014,4,4,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-05,2014,4,5,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-06,2014,4,6,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-07,2014,4,7,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-08,2014,4,8,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-09,2014,4,9,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-10,2014,4,10,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-11,2014,4,11,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-12,2014,4,12,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-13,2014,4,13,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-14,2014,4,14,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-15,2014,4,15,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-16,2014,4,16,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-17,2014,4,17,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-18,2014,4,18,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-19,2014,4,19,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-20,2014,4,20,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-21,2014,4,21,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-22,2014,4,22,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-23,2014,4,23,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-24,2014,4,24,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-25,2014,4,25,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-26,2014,4,26,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-27,2014,4,27,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-28,2014,4,28,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-29,2014,4,29,20144,2014-04,2014-Apr,Shinzo_Abe
2014-04-30,2014,4,30,20144,2014-04,2014-Apr,Shinzo_Abe
2014-05-01,2014,5,1,20145,2014-05,2014-May,Shinzo_Abe
2014-05-02,2014,5,2,20145,2014-05,2014-May,Shinzo_Abe
2014-05-03,2014,5,3,20145,2014-05,2014-May,Shinzo_Abe
2014-05-04,2014,5,4,20145,2014-05,2014-May,Shinzo_Abe
2014-05-05,2014,5,5,20145,2014-05,2014-May,Shinzo_Abe
2014-05-06,2014,5,6,20145,2014-05,2014-May,Shinzo_Abe
2014-05-07,2014,5,7,20145,2014-05,2014-May,Shinzo_Abe
2014-05-08,2014,5,8,20145,2014-05,2014-May,Shinzo_Abe
2014-05-09,2014,5,9,20145,2014-05,2014-May,Shinzo_Abe
2014-05-10,2014,5,10,20145,2014-05,2014-May,Shinzo_Abe
2014-05-11,2014,5,11,20145,2014-05,2014-May,Shinzo_Abe
2014-05-12,2014,5,12,20145,2014-05,2014-May,Shinzo_Abe
2014-05-13,2014,5,13,20145,2014-05,2014-May,Shinzo_Abe
2014-05-14,2014,5,14,20145,2014-05,2014-May,Shinzo_Abe
2014-05-15,2014,5,15,20145,2014-05,2014-May,Shinzo_Abe
2014-05-16,2014,5,16,20145,2014-05,2014-May,Shinzo_Abe
2014-05-17,2014,5,17,20145,2014-05,2014-May,Shinzo_Abe
2014-05-18,2014,5,18,20145,2014-05,2014-May,Shinzo_Abe
2014-05-19,2014,5,19,20145,2014-05,2014-May,Shinzo_Abe
2014-05-20,2014,5,20,20145,2014-05,2014-May,Shinzo_Abe
2014-05-21,2014,5,21,20145,2014-05,2014-May,Shinzo_Abe
2014-05-22,2014,5,22,20145,2014-05,2014-May,Shinzo_Abe
2014-05-23,2014,5,23,20145,2014-05,2014-May,Shinzo_Abe
2014-05-24,2014,5,24,20145,2014-05,2014-May,Shinzo_Abe
2014-05-25,2014,5,25,20145,2014-05,2014-May,Shinzo_Abe
2014-05-26,2014,5,26,20145,2014-05,2014-May,Shinzo_Abe
2014-05-27,2014,5,27,20145,2014-05,2014-May,Shinzo_Abe
2014-05-28,2014,5,28,20145,2014-05,2014-May,Shinzo_Abe
2014-05-29,2014,5,29,20145,2014-05,2014-May,Shinzo_Abe
2014-05-30,2014,5,30,20145,2014-05,2014-May,Shinzo_Abe
2014-05-31,2014,5,31,20145,2014-05,2014-May,Shinzo_Abe
2014-06-01,2014,6,1,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-02,2014,6,2,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-03,2014,6,3,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-04,2014,6,4,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-05,2014,6,5,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-06,2014,6,6,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-07,2014,6,7,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-08,2014,6,8,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-09,2014,6,9,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-10,2014,6,10,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-11,2014,6,11,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-12,2014,6,12,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-13,2014,6,13,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-14,2014,6,14,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-15,2014,6,15,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-16,2014,6,16,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-17,2014,6,17,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-18,2014,6,18,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-19,2014,6,19,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-20,2014,6,20,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-21,2014,6,21,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-22,2014,6,22,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-23,2014,6,23,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-24,2014,6,24,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-25,2014,6,25,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-26,2014,6,26,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-27,2014,6,27,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-28,2014,6,28,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-29,2014,6,29,20146,2014-06,2014-Jun,Shinzo_Abe
2014-06-30,2014,6,30,20146,2014-06,2014-Jun,Shinzo_Abe
2014-07-01,2014,7,1,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-02,2014,7,2,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-03,2014,7,3,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-04,2014,7,4,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-05,2014,7,5,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-06,2014,7,6,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-07,2014,7,7,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-08,2014,7,8,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-09,2014,7,9,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-10,2014,7,10,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-11,2014,7,11,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-12,2014,7,12,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-13,2014,7,13,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-14,2014,7,14,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-15,2014,7,15,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-16,2014,7,16,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-17,2014,7,17,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-18,2014,7,18,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-19,2014,7,19,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-20,2014,7,20,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-21,2014,7,21,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-22,2014,7,22,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-23,2014,7,23,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-24,2014,7,24,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-25,2014,7,25,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-26,2014,7,26,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-27,2014,7,27,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-28,2014,7,28,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-29,2014,7,29,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-30,2014,7,30,20147,2014-07,2014-Jul,Shinzo_Abe
2014-07-31,2014,7,31,20147,2014-07,2014-Jul,Shinzo_Abe
2014-08-01,2014,8,1,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-02,2014,8,2,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-03,2014,8,3,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-04,2014,8,4,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-05,2014,8,5,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-06,2014,8,6,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-07,2014,8,7,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-08,2014,8,8,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-09,2014,8,9,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-10,2014,8,10,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-11,2014,8,11,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-12,2014,8,12,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-13,2014,8,13,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-14,2014,8,14,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-15,2014,8,15,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-16,2014,8,16,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-17,2014,8,17,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-18,2014,8,18,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-19,2014,8,19,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-20,2014,8,20,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-21,2014,8,21,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-22,2014,8,22,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-23,2014,8,23,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-24,2014,8,24,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-25,2014,8,25,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-26,2014,8,26,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-27,2014,8,27,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-28,2014,8,28,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-29,2014,8,29,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-30,2014,8,30,20148,2014-08,2014-Aug,Shinzo_Abe
2014-08-31,2014,8,31,20148,2014-08,2014-Aug,Shinzo_Abe
2014-09-01,2014,9,1,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-02,2014,9,2,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-03,2014,9,3,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-04,2014,9,4,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-05,2014,9,5,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-06,2014,9,6,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-07,2014,9,7,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-08,2014,9,8,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-09,2014,9,9,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-10,2014,9,10,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-11,2014,9,11,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-12,2014,9,12,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-13,2014,9,13,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-14,2014,9,14,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-15,2014,9,15,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-16,2014,9,16,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-17,2014,9,17,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-18,2014,9,18,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-19,2014,9,19,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-20,2014,9,20,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-21,2014,9,21,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-22,2014,9,22,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-23,2014,9,23,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-24,2014,9,24,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-25,2014,9,25,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-26,2014,9,26,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-27,2014,9,27,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-28,2014,9,28,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-29,2014,9,29,20149,2014-09,2014-Sep,Shinzo_Abe
2014-09-30,2014,9,30,20149,2014-09,2014-Sep,Shinzo_Abe
2014-10-01,2014,10,1,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-02,2014,10,2,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-03,2014,10,3,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-04,2014,10,4,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-05,2014,10,5,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-06,2014,10,6,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-07,2014,10,7,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-08,2014,10,8,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-09,2014,10,9,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-10,2014,10,10,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-11,2014,10,11,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-12,2014,10,12,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-13,2014,10,13,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-14,2014,10,14,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-15,2014,10,15,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-16,2014,10,16,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-17,2014,10,17,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-18,2014,10,18,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-19,2014,10,19,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-20,2014,10,20,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-21,2014,10,21,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-22,2014,10,22,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-23,2014,10,23,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-24,2014,10,24,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-25,2014,10,25,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-26,2014,10,26,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-27,2014,10,27,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-28,2014,10,28,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-29,2014,10,29,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-30,2014,10,30,201410,2014-10,2014-Oct,Shinzo_Abe
2014-10-31,2014,10,31,201410,2014-10,2014-Oct,Shinzo_Abe
2014-11-01,2014,11,1,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-02,2014,11,2,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-03,2014,11,3,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-04,2014,11,4,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-05,2014,11,5,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-06,2014,11,6,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-07,2014,11,7,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-08,2014,11,8,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-09,2014,11,9,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-10,2014,11,10,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-11,2014,11,11,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-12,2014,11,12,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-13,2014,11,13,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-14,2014,11,14,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-15,2014,11,15,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-16,2014,11,16,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-17,2014,11,17,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-18,2014,11,18,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-19,2014,11,19,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-20,2014,11,20,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-21,2014,11,21,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-22,2014,11,22,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-23,2014,11,23,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-24,2014,11,24,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-25,2014,11,25,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-26,2014,11,26,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-27,2014,11,27,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-28,2014,11,28,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-29,2014,11,29,201411,2014-11,2014-Nov,Shinzo_Abe
2014-11-30,2014,11,30,201411,2014-11,2014-Nov,Shinzo_Abe
2014-12-01,2014,12,1,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-02,2014,12,2,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-03,2014,12,3,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-04,2014,12,4,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-05,2014,12,5,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-06,2014,12,6,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-07,2014,12,7,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-08,2014,12,8,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-09,2014,12,9,201412,2014-12,2014-Dec,Shinzo_Abe
2014-12-10,2014,12,10,201412,2014-12,2014-Dec,Shinzo_Abe
