,PM,date,publish_date,activities
1945,Shinzo_Abe,6月6日,2018-06-07,▽9時38分　東京・富ケ谷の私邸発。53分　東京・紀尾井町のホテルニューオータニ。宴会場「鶴の間」で全国市長会議に出席し、あいさつ。野田総務相同席。▽10時26分　官邸。39分　宮腰首相補佐官。▽11時1分　甘利党行政改革推進本部長らから提言書受け取り。20分　まち・ひと・しごと創生会議。52分　全国漁業協同組合連合会の岸宏会長。浜田党水産総合調査会長同席。▽13時2分　荒井内閣官房参与。38分　世耕経産相、経産省の柳瀬経産審議官、田中通商政策局長、多田製造産業局長。▽14時10分　外務省の森外務審議官、鈴木北米局長、岡中東アフリカ局長、財務省の浅川財務官、武内国際局長、経産審議官。西村官房副長官同席。36分　梅本環太平洋経済連携協定（ＴＰＰ）等政府対策本部首席交渉官、外務省の森、山崎両外務審議官、北米局長、山野内経済局長、松島農水審議官、経産審議官、田端国交審議官。西村副長官同席。▽15時5分　外務省の両外務審議官、梨田国際協力局長、財務省の財務官、国際局長。西村副長官同席。33分　両外務審議官。西村副長官同席。▽16時23分　兼原官房副長官補、秋葉外務次官。▽17時6分　報道各社のインタビュー。55分　トランプ米大統領との首脳会談のため、昭恵夫人と共に政府専用機で米ワシントンに向け出発。 
1949,Shinzo_Abe,6月9～11日,2018-06-12,（現地時間）〈9日〉　午前　カナダ東部シャルルボワのホテル「ル・マノワール・リシュリュー」でジェンダー平等アドバイザリー評議会との朝食会。主要7カ国（Ｇ7）首脳の署名行事。首脳宣言についてＧ7首脳で協議。Ｇ7首脳会議（サミット）の第4セッション。　午後　第5セッション。アルゼンチンなど12の招待国首脳らとの合同セッション。写真撮影。合同セッション。ケベックシティーの「ホテル・クラシック」で内外記者会見。「ホテル・プラザ・ケベック」泊。〈10日〉　午前　ケベック州のケベックシティー・ジャン・ルサージュ国際空港を政府専用機で出発。（日本時間）〈11日〉▽16時10分　昭恵夫人と共に羽田空港。42分　皇居。帰国の記帳。58分　国会。▽17時1分　党役員会。18分　官邸。35分　トランプ米大統領と電話。▽18時34分　報道各社のインタビュー。42分　東京・紀尾井町のホテルニューオータニ。宴会場「鶴の間」で谷垣禎一前幹事長が特別顧問を務める政策グループ「有隣会」のパーティーに出席し、あいさつ。▽19時2分　東京・内幸町の帝国ホテル。宴会場「光の間」で国際交流会議「アジアの未来」晩さん会に出席し、スピーチ。懇談。▽21時11分　東京・富ケ谷の私邸。 
1950,Shinzo_Abe,6月12日,2018-06-13,▽8時43分　東京・富ケ谷の私邸発。59分　官邸。▽9時3分　閣議。19分　すべての女性が輝く社会づくり本部。30分　世耕経産相。▽10時16分　マレーシアのマハティール首相を出迎え。記念撮影。17分　儀仗（ぎじょう）隊による栄誉礼、儀仗。26分　マハティール首相と首脳会談。▽11時38分　共同記者発表。53分　マハティール首相を見送り。54分　石川拉致問題対策本部事務局長。▽14時9分　北村内閣情報官、外務省の鈴木総合外交政策局長、防衛省の前田防衛政策局長、河野統合幕僚長。33分　外務省の秋葉次官、森外務審議官。▽15時15分　大久保好男日本民間放送連盟会長ら。52分　知的財産戦略本部。▽16時24分　鈴木五輪相。25分　上川法相。26分　松山一億総活躍相。27分　麻生財務相。40分　内閣情報官。▽17時4分　外務次官。56分　報道各社のインタビュー。▽18時6分　東京・紀尾井町のホテルニューオータニ。宴会場「芙蓉の間」で神道政治連盟国会議員懇談会に出席し、あいさつ。18分　官邸。45分　ラオスのトンルン首相を出迎え。記念撮影。46分　儀仗隊による栄誉礼、儀仗。53分　トンルン首相と首脳会談。▽19時28分　署名式、共同記者発表。47分　公邸。安倍首相主催の夕食会。▽20時50分　トンルン首相を見送り。▽21時34分　トランプ米大統領と電話。▽22時4分　報道各社のインタビュー。宿泊。 
1956,Shinzo_Abe,6月18日,2018-06-19,▽8時43分　東京・富ケ谷の私邸発。57分　官邸。58分　報道各社のインタビュー。▽9時2分　危機管理センターで、小此木防災相、高橋内閣危機管理監ら。25分　野上官房副長官。▽11時13分　内閣危機管理監、海堀内閣府政策統括官。28分　自民党の二階幹事長、林幹事長代理。▽12時56分　国会。▽13時5分　参院決算委員会。▽17時2分　党役員会。25分　官邸。49分　大阪府北部を震源とする地震に関する関係閣僚会議。▽18時17分　党本部。英ロンドンで開かれる明治維新150周年記念シンポジウムに向けたビデオメッセージ収録。44分　東京・赤坂の日本料理店「古母里」。岸田政調会長と会食。▽21時19分　私邸。 
1959,Shinzo_Abe,6月21日,2018-06-22,▽9時18分　東京・富ケ谷の私邸発。50分　羽田空港。▽10時59分　航空自衛隊のＵ4多用途支援機で伊丹空港。小此木防災相同行。▽11時40分　大阪府茨木市の若園公園。松井一郎大阪府知事、福岡洋一同市長、左藤章党大阪府連会長ら出迎え。自衛隊の入浴支援活動を視察。利用者と写真撮影、握手。▽12時17分　大阪府高槻市の市立寿栄小学校。同小4年の女児が犠牲になったブロック塀の倒壊現場を視察。献花し、黙とう。53分　同市立五百住小学校。避難所で被災者を激励。▽13時35分　同市役所。大阪府知事、浜田剛史同市長、茨木市長と意見交換。要望書受け取り。▽14時14分　報道各社のインタビュー。56分　伊丹空港。▽16時6分　空自のＵ4多用途支援機で羽田空港。33分　官邸。37分　梅本環太平洋経済連携協定（ＴＰＰ）等政府対策本部首席交渉官、外務省の山崎外務審議官、山野内経済局長、浅川財務官、経産省の柳瀬経産審議官、多田製造産業局長、田端国交審議官。▽17時29分　デービッドソン米インド太平洋軍司令官の表敬。▽18時23分　公邸。宿泊。 
1961,Shinzo_Abe,6月23日,2018-06-24,▽6時51分　東京・富ケ谷の私邸発。▽7時19分　羽田空港。▽10時12分　全日空463便で那覇空港。謝花喜一郎沖縄県副知事ら出迎え。57分　沖縄県糸満市の平和祈念公園。同公園内の国立沖縄戦没者墓苑で献花。富川盛武同県副知事同行。▽11時4分　同公園内の沖縄平和祈念堂。福井沖縄・北方相と休憩。49分　同公園内の沖縄全戦没者追悼式会場。追悼式に出席し、献花。あいさつ。▽12時56分　同公園内の島守の塔。献花。58分　報道各社のインタビュー。▽13時33分　那覇空港。利用客と握手。沖縄・北方相、謝花副知事見送り。▽16時36分　全日空468便で羽田空港。▽17時51分　私邸。 
1967,Shinzo_Abe,6月29日,2018-06-30,▽7時50分　東京・富ケ谷の私邸発。▽8時2分　官邸。13分　閣議。25分　中央防災会議。39分　小此木防災相。▽9時55分　麻生財務相、財務省の岡本主計局長、星野主税局長。▽10時7分　財務相、主計局長。38分　財務相。▽11時8分　マティス米国防長官の表敬。▽13時28分　報道各社のインタビュー。44分　東京・富士見の日本歯科大付属病院。歯の治療。▽14時35分　官邸。▽15時8分　兼原官房副長官補、秋葉外務次官。50分　日本国際問題研究所の佐々江賢一郎、野上義二新旧理事長。▽16時12分　栗生警察庁長官。▽17時5分　北村内閣情報官。▽18時34分　東京・赤坂のイタリア料理店「キッチャーノ」。田崎史郎氏ら報道関係者と会食。▽21時31分　私邸。 
1969,Shinzo_Abe,7月1日,2018-07-02,▽9時42分　東京・富ケ谷の私邸発。53分　東京・西新宿のホテル「ハイアットリージェンシー東京」。宴会場「センチュリールーム」で、東アジア地域包括的経済連携（ＲＣＥＰ）の閣僚会合に出席し、スピーチ。東南アジア諸国連合（ＡＳＥＡＮ）の閣僚らと写真撮影、握手。▽10時24分　東京・六本木の国立新美術館。宮田文化庁長官出迎え。「ルーヴル美術館展」を視察。▽11時　報道各社のインタビュー。18分　私邸。　午後は来客なく、私邸で過ごす。 
1971,Shinzo_Abe,7月3日,2018-07-04,▽8時43分　東京・富ケ谷の私邸発。56分　官邸。57分　報道各社のインタビュー。▽9時1分　閣議。▽10時45分　豊田防衛次官。▽11時28分　日本看護連盟機関誌「アンフィニ」掲載用の高階恵美子参院議員との対談。▽12時1分　山口那津男公明党代表と与党党首会談。▽14時31分　秋葉外務次官。▽15時12分　日本社会福祉士会全国大会・社会福祉士学会に向けたビデオメッセージ収録。▽16時　谷内国家安全保障局長、北村内閣情報官、浦田公安調査庁次長。11分　内閣情報官。▽17時12分　鈴木英敬三重県知事。40分　国家安全保障会議の4大臣会合。▽18時30分　公邸。自民党の森山国対委員長、松本国対委員長代理らと会食。菅、西村正副官房長官同席。宿泊。 
1973,Shinzo_Abe,7月5日,2018-07-06,▽9時41分　東京・富ケ谷の私邸発。▽10時3分　東京・富士見の日本歯科大付属病院。歯の治療。▽11時7分　官邸。21分　世耕経産相、経産省の嶋田次官、柳瀬経産審議官。▽12時14分　公邸。群馬県議と会食。萩生田党幹事長代行、西村官房副長官同席。▽13時5分　官邸。39分　リニアコライダー国際研究所建設推進議員連盟の河村建夫会長、鈴木俊一副会長、塩谷立幹事長、西岡喬先端加速器科学技術推進協議会会長ら。▽14時5分　塩谷選対委員長。12分　谷内国家安全保障局長、北村内閣情報官、防衛省の岡防衛政策局次長、本松統合幕僚副長。42分　兼原官房副長官補、外務省の森外務審議官、宮川国際文化交流審議官、正木欧州局長、岡中東アフリカ局長、山野内経済局長。▽15時24分　北朝鮮による拉致被害者の曽我ひとみさん、桜井雅浩新潟県柏崎市長らと面会。▽16時32分　地方制度調査会。39分　御厨邦雄世界税関機構（ＷＣＯ）事務総局長、外務省経済局長、飯塚財務省関税局長。▽17時15分　オランダのルッテ首相と電話。▽18時4分　東京・虎ノ門のホテルオークラ。宴会場「アスコットホール」で、国際シンポジウム「アジアの価値観と民主主義」に出席し、あいさつ。30分　公邸。アロヨ元フィリピン大統領ら同シンポジウム出席者との首相主催の夕食会。▽20時28分　東京・赤坂の衆院議員宿舎。自民党の若手国会議員と懇談。上川法相、竹下総務会長、岸田政調会長ら同席。▽21時19分　報道各社のインタビュー。38分　私邸。 
